지점명,닉네임,작성리뷰수,작성시간,방문일,방문횟수,인증수단,좋아요수,리뷰내용,감정,근거
서초역점,Geroge,666,24.2.21.수,저녁에 방문,1번째 방문,영수증,0,이벤트가에 짜장면 오랜만에 맛있게 먹었어요,긍정,맛있게 먹었어요
서초역점,루크8495,"2,444",23.11.20.월,점심에 방문,3번째 방문,영수증,0,짜장면 양이 조금 적은 편이라 곱배기로 먹었습니다.,부정,양이 조금 적은 편
서초역점,아리콩이네,895,23.10.27.금,점심에 방문,1번째 방문,영수증,0,탕수육 맛있는데 짬뽕은 국물이 너무 없었어요ㅠ,부정,국물이 너무
서초역점,꿈트리시윤맘,"1,615",24.6.4.화,저녁에 방문,1번째 방문,영수증,0,굿굿,긍정,굿굿
서초역점,sha****,190,23.8.1.화,점심에 방문,4번째 방문,영수증,0,이렇게 무더운 날엔 얼음 가득 냉짬뽕이죠. 8월 한 달 목욜은 너로 정했어.ㅋ,긍정,냉짬뽕
서초역점,아나운서63,29,23.9.17.일,점심에 방문,1번째 방문,영수증,3,"짜장과 짬뽕 먹었는데

짜장은 먹을만하고
짬뽕은 좀 아까워요
해물도 별로없고 향맛내는 향신료와더불어
큰그릇이지만 먹을게 면도적고 맛도 별로에요

다른지점에비해 서초역점은 별로내요
솔직히 안오고싶었은안오고싶었으나
아이들이배고프대서 왔내요

담에는 집근처서~~",부정,맛도 별로에요
서초역점,아나운서63,29,23.10.8.일,점심에 방문,2번째 방문,영수증,0,"탕수육 대자가 많이나와서 좋았어요
짜장면도맛나고요",긍정,좋았어요
서초역점,thisbon,9,23.8.20.일,저녁에 방문,1번째 방문,영수증,2,음식은 프랜차이즈니 맛은 똑같고 실내에 모기가 너무 많고 (벌레잡는 등설치) 주인이 손님편의가 아니라 본인위주로 장사하는 집이라 여러가지 불편하네요 쓰레기담는 비닐에 담게 힘들게 (여러번 갈지않으려고) 해둔듯.. 음식나와서 조금 늦게 간다고 소리소리 질러대고..,부정,모기가 너무 많고
서초역점,이태희9797,43,23.9.3.일,저녁에 방문,1번째 방문,영수증,0,음식 너무 맛있게 잘먹었어요! 다른 지점보다 서초역 홍콩반점이 더 맛있는거 같아요ㅎㅎ 서비스도 감사합니다👍👍👍,긍정,너무 맛있게
서초역점,jackie358,"1,758",23.11.15.수,저녁에 방문,4번째 방문,영수증,0,굿,긍정,굿
서초역점,현5202,581,23.6.14.수,저녁에 방문,4번째 방문,영수증,0,"더할 나위없이 동네 있어 행복한 이곳
착하게 주문하면 음료수가 슬그머니 들어가있어 더 행복♡",긍정,행복한 이곳
서초역점,Brida29,735,23.12.11.월,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,silver갱,"4,574",23.11.14.화,저녁에 방문,9번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,다요다요옹,503,23.11.2.목,점심에 방문,1번째 방문,결제내역,0,"고기짜장에 탕수육,,점심 과하게 맛있게 먹었어용",긍정,맛있게
서초역점,leesangkee,"1,629",24.1.2.화,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,대한경호처,"1,932",24.1.2.화,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,홍철이21,"1,443",23.12.27.수,저녁에 방문,2번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,od****,"1,370",23.8.1.화,점심에 방문,1번째 방문,영수증,0,든든한 한끼 식사로 좋아요,긍정,좋아요
서초역점,엘린홀랜드,284,23.9.24.일,점심에 방문,1번째 방문,영수증,1,"프랜차이즈라 맛은 똑같지만
모든 게 셀프라서 다소 불편하네요

앞치마 물 단무지 양파 물티슈까지 다 셀프고 주문도 가게 밖에서 키오스크로 하네요

아 쓰다가 알았는데 가위도 셀프네요 앞접시도요 ㅋㅋ
무인매장인줄
",부정,다소 불편하네요
서초역점,쿠우냥이,"2,201",24.2.16.금,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,사폭,"1,165",24.2.15.목,저녁에 방문,1번째 방문,영수증,0,굿굿,긍정,굿굿
서초역점,김블리3863,"1,647",23.10.23.월,점심에 방문,5번째 방문,영수증,0,빨라요,긍정,빨라요
서초역점,홍철이21,"1,443",23.12.15.금,저녁에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,kyu****,"4,362",23.8.18.금,점심에 방문,1번째 방문,영수증,0,짬뽕 곱빼기 아주 맛있게 잘먹었습니다 ~~^^,긍정,맛있게
서초역점,찰리3420,"1,244",23.9.20.수,점심에 방문,3번째 방문,영수증,0,비오는 날엔 역시 짬뽕이 최고,긍정,짬뽕이 최고
서초역점,꿈꾸는 이,"1,076",23.9.21.목,점심에 방문,1번째 방문,영수증,0,,,
서초역점,루크8495,"2,444",23.7.25.화,점심에 방문,2번째 방문,영수증,0,짜장면 곱배기 7천원이라 가성비 좋아요,긍정,가성비 좋아요
서초역점,흥엄마,"2,482",23.11.17.금,점심에 방문,1번째 방문,영수증,0,좋아요^^,긍정,좋아요^^
서초역점,IMURUK,"3,793",23.4.23.일,점심에 방문,1번째 방문,영수증,0,"짜장은 무난하였습니다만, 고기짬뽕은 개인적으로는 맛이 연하게 느껴졌습니다.",부정,연하게
서초역점,구암5144,"2,976",24.2.25.일,점심에 방문,9번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,violetttt,882,23.6.7.수,저녁에 방문,2번째 방문,영수증,0,"짜장밥 계란이 푸짐하고 맛있어요!
",긍정,맛있어요
서초역점,mic****,"1,667",23.10.20.금,점심에 방문,1번째 방문,영수증,0,ㅎㅎ,긍정,ㅎㅎ
서초역점,모카3,308,23.6.12.월,점심에 방문,4번째 방문,영수증,0,"빽대표님 체인은 믿고 먹는 집이죠.
얼큰하고 얼얼하게 매운 고추짬뽕, 고기 듬뿍 고기짜장에 달콩새콤 탕수육이 최애메뉴죠. 직원들과 함께 할 때 장소가 넓어 좋아요. 다만, 셀프서빙이 아쉽네요.",긍정,믿고 먹는 집
서초역점,호감형님,17,23.5.21.일,점심에 방문,1번째 방문,영수증,0,"탕수육, 짜장밥 주문했는데 탕수육은 너무 눅눅하고 짜장밥은 텁텁하고 같이 딸려나온 짬뽕국물에서 탄내가 너무 심해서 바꿔달라고 했더니 똑같이 탄내나는 국물줬고 그 국물을 저어보니 새카맣게 탄 양파덩어리가 있는걸보고 대량으로 짬뽕국물을 끓이고 있어서 어차피 똑같은 맛일거라 생각하고 포기했어요. 세번째로 다시 국물 갖다줬는데 탄맛은 아주 조금 덜한데 무맛이예요. 맛이 안 느껴져요. 기름국물에 고춧가루 탄 맛이예요. 주방장님께 요청해도 맛이 그대로니 백종원에게 따져야 하나요? 아이들도 짜장밥이 맛없다고 다 남겼어요. 아이들 입맛이 이렇다면 이미 끝난 것 아닌가요? 다음엔 절대 올 일이 없겠네요.",부정,맛없다고
서초역점,violetttt,882,23.5.29.월,저녁에 방문,1번째 방문,영수증,0,"양이 많고 가성비 좋아요!
여자 직원분이 친절하십니다~",긍정,가성비 좋아요
서초역점,시마론59,404,23.1.26.목,점심에 방문,2번째 방문,영수증,0,"오늘처럼 눈오는 날 너무 맛있게 먹었어요. 얼큰하고, 뜨겁고, 양념 가득한 배추국물. 홍합에 고기가 중간중간 씹히고, 탱글쫄깃한 면발을 후루룩 넘기니 언몸이 사르르 녹았어요. 군만두의 고소한 맛도 일품이었답니다. 춥고 눈비 오는 날 또 먹을 예정~",긍정,너무 맛있게
서초역점,augfeb82,349,23.10.10.화,점심에 방문,2번째 방문,영수증,0,"굿
",긍정,굿
서초역점,sha****,190,23.5.11.목,점심에 방문,3번째 방문,영수증,0,계속 자장밥만 먹게 되네요.,부정,계속 자장밥만
서초역점,현5202,581,23.4.17.월,저녁에 방문,3번째 방문,영수증,0,"비 오기 전인지 쌀쌀하니 생각나는 그 맛

고추가루 톡톡

야무지게 잘 먹고갑니다~",긍정,야무지게
서초역점,IMURUK,"3,793",23.6.1.목,저녁에 방문,3번째 방문,영수증,0,나쁘지 않습니다.,긍정,나쁘지
서초역점,빈자리23,"1,916",24.1.3.수,아침에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,묭네임드,648,23.10.11.수,점심에 방문,3번째 방문,영수증,0,,,
서초역점,귀요미유령이,52,23.4.10.월,점심에 방문,1번째 방문,영수증,0,"오랜만에 갔는데 역시 친절해요
중국집에서 해쉬브라운이 있는 게 매우 특이해요.
근데 맛있음",긍정,맛있음
서초역점,추해75,951,23.9.21.목,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,프리지아9134,"2,844",23.8.13.일,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,sha****,190,23.4.14.금,밤에 방문,2번째 방문,영수증,0,홍콩반점의 시그니처메뉸 짜장밥이지 싶어요. 달걀러버에게 추천!,긍정,추천
서초역점,nub****,162,23.5.23.화,점심에 방문,1번째 방문,영수증,0,"매장 리뉴얼해서 배식,퇴식,물컵 모두셀프라 조금 귀찮지만 맛은 여전히 가성비 있어요",긍정,가성비 있어요
서초역점,스윔스윔리,442,23.4.24.월,점심에 방문,1번째 방문,영수증,0,이날 홍합에서 냄새가 심하게 나서 국물맛도 버렸어요..!ㅠ,부정,냄새가 심하게
서초역점,용사마사마,"1,201",23.5.14.일,밤에 방문,1번째 방문,영수증,0,배달 시켜 먹었어요 쟁반짜장에 짜장소스가 적었어요 오면서 불어버림 ㅠㅠ,부정,짜장소스가 적었어요
서초역점,이니냠냠,844,23.7.31.월,점심에 방문,1번째 방문,영수증,0,가성비 굳,긍정,가성비 굳
서초역점,IMURUK,"3,793",23.5.28.일,저녁에 방문,2번째 방문,영수증,0,무난합니다.,긍정,무난합니다.
서초역점,봄날494,756,23.8.25.금,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,크롱5933,"1,229",23.5.26.금,저녁에 방문,2번째 방문,영수증,0,매우 친절하심,긍정,매우 친절하심
서초역점,ssuej,832,23.8.17.목,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,silver갱,"4,574",23.7.14.금,저녁에 방문,8번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,펭순남편,"2,622",23.2.23.목,점심에 방문,1번째 방문,영수증,0,"이번 할인 이벤트로 처음 이용해봤는데,
너무 맛있게 잘먹었습니다!!!
다음에 또 재방문하겠습니당",긍정,잘먹었습니다
서초역점,박일루,"1,774",23.8.13.일,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,미삐,646,23.4.16.일,밤에 방문,1번째 방문,영수증,0,"짜장밥, 짬뽕은 제 입맛에 맛있었는데 탕수육은 살짝 아쉬웠어요",긍정,맛있었는데
서초역점,Jurisprudence,"1,258",23.3.5.일,저녁에 방문,2번째 방문,영수증,0,요즘같은 시기에 가성비 최고입니다,긍정,가성비 최고
서초역점,고영진81,588,23.7.20.목,점심에 방문,1번째 방문,영수증,0,자장 맛집,긍정,자장 맛집
서초역점,니나444,777,23.1.18.수,점심에 방문,1번째 방문,영수증,0,와우 아주 청결한 매장이에요! 맛점합니다용😋,긍정,청결한 매장
서초역점,크롱5933,"1,229",23.4.2.일,저녁에 방문,1번째 방문,영수증,0,일요일도 운영하는 강남권 홍콩반점,긍정,일요일도 운영
서초역점,김경민2822,592,23.5.10.수,점심에 방문,1번째 방문,영수증,0,,,
서초역점,시마론59,404,23.3.10.금,점심에 방문,3번째 방문,영수증,0,짬뽐이 정말 맛있어요!,긍정,정말 맛있어요!
서초역점,솔향기좋아,365,23.2.23.목,점심에 방문,1번째 방문,영수증,0,아주 맛점하세요,긍정,맛점하세요
서초역점,인언예불,964,23.2.22.수,저녁에 방문,1번째 방문,영수증,0,이벤트 짜장면 먹으러 왔어요.,긍정,이벤트 짜장면
서초역점,징징이토끼,"1,826",23.3.23.목,점심에 방문,1번째 방문,영수증,0,"물, 반찬, 음식서빙 치우는것까지 모든게 셀프네요...! 너무 불편하네요~",부정,너무 불편하네요
서초역점,히92,114,23.2.5.일,점심에 방문,1번째 방문,영수증,0,"모든 것이 다 셀프였고, 맛으로 실패하고 싶지 않아서 일부러 홍콩반점으로 갔는데 제가 지금까지 홍콩반점에서 먹던 맛과는 좀 달라서 아쉬웠습니다. 같이 간 일행이 주문한 탕수육은 여전히 맛있었어요",부정,아쉬웠습니다
서초역점,yeeun100,"1,220",23.2.5.일,점심에 방문,1번째 방문,영수증,0,여기는 키오스크 주문에 직접 가져다 먹고 퇴식구에 반납해야하고 번거롭네요 다른매장보다 가격차가 있는것도 아닌데 다시는 안가고싶어요 정신없네요,부정,번거롭네요
서초역점,사랑해0210,47,23.3.17.금,점심에 방문,1번째 방문,영수증,0,고추짜장~ 칼칼하니 맛있어요,긍정,맛있어요
서초역점,fer****,24,23.5.17.수,점심에 방문,1번째 방문,영수증,0,양도 많고 맛있습니다.,긍정,맛있습니다
서초역점,sha****,190,23.3.13.월,점심에 방문,1번째 방문,영수증,0,얼큰한 짬뽕밥 먹었어요.,긍정,얼큰한 짬뽕밥
서초역점,모카3,308,23.3.15.수,저녁에 방문,3번째 방문,영수증,0,"짜장에 고기듬뿍
쫄깃 탕슉은 진리",긍정,고기듬뿍
서초역점,지츄다,752,23.4.30.일,저녁에 방문,1번째 방문,영수증,0,맛있어요,긍정,맛있어요
서초역점,루크8495,"2,444",23.2.14.화,점심에 방문,1번째 방문,영수증,0,오래건만에 짜장면! 맛은 그냥 그저 그랬지만 오래간만에 먹는 것에 의의를 두겠습니다.,긍정,오래간만에
서초역점,SAKURA66,78,23.5.23.화,점심에 방문,2번째 방문,영수증,0,니나노,긍정,니나노
서초역점,도미레97,"1,387",23.3.8.수,점심에 방문,1번째 방문,영수증,0,짜장면 맛있어요,긍정,맛있어요
서초역점,번뇌뇌뇌,"1,880",23.4.10.월,점심에 방문,2번째 방문,영수증,0,짜장면 맛있어요 !!,긍정,맛있어요
서초역점,만나요정,637,23.6.4.일,저녁에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,silver갱,"4,574",23.5.1.월,점심에 방문,7번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,모카3,308,23.2.2.목,저녁에 방문,2번째 방문,영수증,0,"주문부터 모두가 셀프로 바뀌어 나이드신 분들은 힘들어 하는 집.
점점 친절도가 떨어져서 배달이 편함",부정,친절도가 떨어져서
서초역점,ri2301,750,23.2.22.수,저녁에 방문,1번째 방문,영수증,0,언제 배식과 반납이 셀프로 바뀌었네요. 직원분들 친절하십니다. 타 지점보다 엄청 맛있다는 느낌은 아니네요,부정,아니네요
서초역점,오직붕,486,23.1.26.목,저녁에 방문,1번째 방문,영수증,0,맛있어요 트러플오일 꼭 사기!,긍정,맛있어요
서초역점,비로랑,527,23.1.20.금,점심에 방문,1번째 방문,영수증,0,맛있는데 정신이 없어요ㅠ,부정,정신이 없어요ㅠ
서초역점,pbc****,"1,335",23.4.26.수,점심에 방문,1번째 방문,영수증,0,맛있어요,긍정,맛있어요
서초역점,amelia101,84,22.12.8.목,점심에 방문,1번째 방문,영수증,0,"가성비 좋아요!!
양이 엄청 많습니다",긍정,가성비 좋아요
서초역점,통통배936,617,23.5.7.일,점심에 방문,2번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,yare10042,134,23.3.5.일,밤에 방문,2번째 방문,영수증,0,맛있게 잘 먹었습니다.,긍정,잘 먹었습니다
서초역점,CRL,54,23.1.31.화,점심에 방문,1번째 방문,영수증,0,탕수육 맛있습니다. 양도많아요,긍정,맛있습니다
서초역점,shs****,"2,154",23.3.22.수,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,nabitangbut,55,22.11.28.월,점심에 방문,1번째 방문,영수증,0,최근에 리뉴얼하고 셀프 픽업/반납으로 바뀌었어요. 서비스는 알바가 누가 오느냐를 타는거 같습니다. 탕수육에 약간 후추맛에 강하겐 한데 여전히 양많고 맛있네요,긍정,맛있네요
서초역점,맛씨,25,23.1.16.월,점심에 방문,1번째 방문,영수증,0,"사장님 친절하셨어요.
가게도 리모델링한 것 같아 정말 깨끗했습니다.",긍정,친절하셨어요
서초역점,먹보563,955,23.10.17.화,점심에 방문,4번째 방문,영수증,0,굿굿,긍정,굿굿
서초역점,모카3,308,23.1.11.수,점심에 방문,1번째 방문,영수증,0,실패할 일 없는 선택의 맛,긍정,실패할 일 없는
서초역점,bea****,838,23.4.2.일,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,eun****,226,22.9.25.일,저녁에 방문,1번째 방문,영수증,0,짬뽕에서 불향이 나서 넘 맛있어요,긍정,넘 맛있어요
서초역점,yare10042,134,22.11.20.일,점심에 방문,1번째 방문,영수증,0,"고추짜장 시킨 친구에게 고추 찔끔 뺐어서 넣엏는데...
짜장면 진짜 맛있어요.ㅋㅋ",긍정,맛있어요
서초역점,키티예쁘미,160,23.2.8.수,점심에 방문,1번째 방문,영수증,0,셀프예요,긍정,셀프예요
서초역점,엘의맛탐방,582,23.4.2.일,점심에 방문,2번째 방문,영수증,0,리모델링 하고 깔끔해져서 자주 가요~,긍정,깔끔해져서
서초역점,kicpanald,58,22.11.13.일,점심에 방문,1번째 방문,영수증,0,"짜장면과 짬뽕을 30분을 기다렸습니다.

어떻게 된거냐 했더니 취소해 준다고 하며 오히려 좋아 하네요. 주방에 주문도 안들어 갔어요. 다른곳 탕수육은 더 늦게 주문된 것도 나왔구요.

손해본 시간 어쩔꺼냐 했더니 ""제가 어떻게 해드릴까요?"" 라고 형식적인 말만하고 자기일만 보네요.

주문을 소화 못할것 같으면 주문을 잠시 받지 않았어야 하는거 아닌가요?

고객의 입장은 생각도 않고 돈벌이만을 위해 소화하지도 못할 주문을 계속 받고서 어떻게 해드리냐니요. 말은 그렇게 하면서도 계속 자기 일만 보는 것도 그렇고.

하도 어이가 없어 여기에 글을 남깁니다. 맛은 않먹어봐서 모르겠고 짜장면을 30분 어쩜 1시간 기다려서 먹어도 괜찮은 분만 가세요.",부정,30분을
서초역점,건빵그림,623,22.12.11.일,점심에 방문,2번째 방문,영수증,0,늘 친절하시고 깔끔합니다,긍정,깔끔합니다
서초역점,Ace8,13,22.12.1.목,저녁에 방문,1번째 방문,영수증,0,이동네 가성비 끝판왕 인정!! 양도 맛도 좋아요 특히 탕수육 존맛임,긍정,존맛임
서초역점,rlaqudwn963,"3,013",23.5.18.목,저녁에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,renatee,"1,237",22.11.28.월,점심에 방문,1번째 방문,영수증,0,움식 빨리 나오는편이에요,긍정,빨리
서초역점,맛만보고다니는봉,"1,370",22.7.29.금,점심에 방문,1번째 방문,영수증,0,"역대급...별로였습니다...

짜장은 맛있어요 계란지단도 작고 밥도 작고..

국물도 밍밍하고.....

홍콩반점 진짜 많이다녀봣는데...셀프인거까진 이해할수있으나...퀄리티가 별로네요....

탕수육은 맛있습니다

재방문은 안할듯요..",부정,별로였습니다...
서초역점,quf****,105,23.2.23.목,점심에 방문,1번째 방문,영수증,0,,,
서초역점,pms****,549,23.2.12.일,저녁에 방문,3번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,쿠리앙,198,23.4.14.금,점심에 방문,7번째 방문,영수증,0,ㄱㄱ,긍정,ㄱㄱ
서초역점,맛없는건못참지,116,22.9.1.목,점심에 방문,1번째 방문,영수증,0,"직원들은 모두 친절하십니다.
그런데 너무 셀프아닌가요?
다른 홍콩반점과는 다르게 여기만 모든 것이 셀프네요.
단무지랑 양파는 그렇다치고, 물통과 컵, 음식도 직접 받아와야하고 다먹으면 퇴식구에 놔둬야하고...
홍콩반점이 처음부터 모든 것이 셀프인 방침이었다면 모르겠으나, 이 매장만 모든 것이 셀프여서 많이 어이없었습니다.
게다가 셀프라는게, 인건비를 줄이기 위해서 셀프를 한다고 생각합니다. 그런데 가격이 동일하기는 커녕 원래의 홍콩반점 가격보다 천원씩 더 비싸네요??
백종원님이 아시는지는 모르겠으나 여러모로 불편한 식사였습니다.",부정,모든 것이 셀프
서초역점,슈이3498,"1,040",23.1.12.목,점심에 방문,1번째 방문,영수증,0,조,부정,조
서초역점,augfeb82,349,23.1.26.목,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,aei****,971,22.11.30.수,점심에 방문,1번째 방문,영수증,0,양도 푸짐하고 맛있어요~^^,긍정,맛있어요
서초역점,쿠리앙,198,23.3.30.목,점심에 방문,6번째 방문,영수증,0,ㄱㄱ,긍정,ㄱㄱ
서초역점,찬란한 은모래,22,22.10.4.화,점심에 방문,1번째 방문,영수증,0,"항상 안정된 맛으로 여럿이 가기도, 혼밥하기도 좋아요. 키오스크가 입구에 있어서 빠른 주문이 가능해요~",긍정,좋아요
서초역점,현5202,581,22.8.11.목,저녁에 방문,2번째 방문,영수증,0,"청결한 주방장님과 친절한 서버분
마음 편한 매장~",긍정,친절한 서버분
서초역점,쿠리앙,198,23.3.13.월,점심에 방문,5번째 방문,영수증,0,ㄱㄱㄱ,부정,ㄱㄱㄱ
서초역점,흐린1004,"1,824",22.9.8.목,점심에 방문,1번째 방문,영수증,0,고추짬뽕 매콤하니 맛있어요~,긍정,맛있어요
서초역점,헨리박,359,23.3.26.일,점심에 방문,2번째 방문,영수증,0,굿,긍정,굿
서초역점,번뇌뇌뇌,"1,880",22.12.26.월,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,chang1188,299,23.7.23.일,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,쿠리앙,198,23.2.23.목,점심에 방문,4번째 방문,영수증,0,ㄱㄱ,긍정,ㄱㄱ
서초역점,pms****,549,22.12.20.화,점심에 방문,2번째 방문,영수증,0,맛있어요,긍정,맛있어요
서초역점,로이2,286,22.8.21.일,저녁에 방문,1번째 방문,영수증,0,맛있고 좋아요~,긍정,맛있고
서초역점,tal****,782,22.12.11.일,저녁에 방문,1번째 방문,영수증,0,good,긍정,good
서초역점,gs****,6,22.7.17.일,점심에 방문,1번째 방문,영수증,0,"리모델링가고 기대하는 마음으로 갔는데 인테리어는 깔끔해져서 좋습니다
근데.. 짬뽕이 싱거겁고 안매운 육개장 먹는거 같네요 불맛도 안나고... 면도 줄은듯 하고요
그래도 친절하십니다~
개선하면 좋겠습니다",부정,짬뽕이 싱거겁고
서초역점,엘의맛탐방,582,22.12.11.일,점심에 방문,1번째 방문,영수증,0,메뉴도 빨리 나오고 맛있어요!!,긍정,맛있어요
서초역점,쿠리앙,198,23.2.3.금,점심에 방문,3번째 방문,영수증,0,ㄱ,부정,ㄱ
서초역점,pms****,549,22.11.29.화,점심에 방문,1번째 방문,영수증,0,맛있어요,긍정,맛있어요
서초역점,정정화22,100,22.7.28.목,점심에 방문,1번째 방문,영수증,0,"짜장면 면이 안 익어서 나왔어요 ㅠㅠ
직원 분들은 너무 친절 하셨어요~",부정,면이 안 익어서
서초역점,김퐈19,6,22.8.19.금,점심에 방문,1번째 방문,영수증,0,리뉴얼하고 처음 갔는데 너무 정신없어요 노래소리라도 줄여주세요 음식은 맛있어요,부정,너무 정신없어요
서초역점,아기다람쥐e,158,22.9.25.일,점심에 방문,1번째 방문,영수증,0,ㅊ귯,긍정,ㅊ귯
서초역점,현5202,581,22.6.3.금,저녁에 방문,1번째 방문,영수증,0,"포장도 센스있게 층져서 잘해주시고
면도 쫄깃하게 잘 먹었네요
여긴 짜장면 맛남",긍정,맛남
서초역점,kkh****,"1,892",22.11.8.화,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,김블리3863,"1,647",22.9.9.금,점심에 방문,3번째 방문,영수증,0,맛나요,긍정,맛나요
서초역점,빛나리26,3,22.7.10.일,점심에 방문,1번째 방문,영수증,0,"7월7일에 인테리어 한다구 하여 기다렸다가 10일날 방문 점주님이 바꼈더라구여
하지만 친절하기는 하지만 맛이 없었습니다 양도적구 (짜장면) 다시는 안갈 듯
합니다.",부정,맛이 없었습니다
서초역점,바닐라민트,216,22.10.20.목,저녁에 방문,1번째 방문,영수증,0,친절해요,긍정,친절해요
서초역점,그라탱리소토,885,22.7.26.화,점심에 방문,1번째 방문,영수증,0,탕수육은 맛잇는데 홍콩반점이 짜장은 아쉽네요,부정,아쉽네요
서초역점,mydot,358,22.5.18.수,저녁에 방문,1번째 방문,영수증,0,다른 지점에서 먹던 맛이랑 달라요..짬뽕보다는 그냥 볶음면 느낌 매장이 넓은데 전체적으로 깔끔하진 않습니다,부정,맛이랑 달라요
서초역점,yuh****,79,22.9.22.목,저녁에 방문,1번째 방문,영수증,0,밋있어요,긍정,밋있어요
서초역점,굿굿굿0,251,22.7.13.수,점심에 방문,1번째 방문,영수증,0,친절하고 매장은 깨끗한데 짬뽕밥이 너무 싱겁고 수저 위생이 아쉽네요ㅠ,부정,너무 싱겁고
서초역점,헨리박,359,22.12.25.일,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,noname0117,"1,711",22.12.23.금,점심에 방문,2번째 방문,영수증,0,굿,긍정,굿
서초역점,hee2022,972,22.9.30.금,점심에 방문,2번째 방문,영수증,0,맛있어요,긍정,맛있어요
서초역점,시마론59,404,22.8.26.금,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,mirA,44,22.5.16.월,점심에 방문,1번째 방문,영수증,0,홍콩반점은 군만주가 제일 맛있는 것 같아요. 전에 먹어보고 짜장면이 달아서 짬뽕밥 시켰는데 쏘쏘하네요.,부정,쏘쏘하네요
서초역점,먹보563,955,23.4.13.목,점심에 방문,3번째 방문,영수증,0,굿굿,긍정,굿굿
서초역점,hee2022,972,22.9.15.목,점심에 방문,1번째 방문,영수증,0,맛있어요,긍정,맛있어요
서초역점,Jurisprudence,"1,258",22.7.12.화,저녁에 방문,1번째 방문,영수증,0,좋아요.,긍정,좋아요
서초역점,바트26,"1,734",22.6.8.수,점심에 방문,1번째 방문,영수증,0,가성비는 갑입니다 붐비는 시간 피하면 좋을것 같아요 재방문합니다,긍정,가성비는 갑입니다
서초역점,hhee15,"1,377",22.11.15.화,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,MelodY,"1,094",22.4.24.일,저녁에 방문,2번째 방문,영수증,0,가격대비 좋은 맛난 백종원 아저씨 식당 🙂,긍정,가격대비 좋은
서초역점,육합,520,22.8.18.목,점심에 방문,1번째 방문,영수증,0,맛있어요!,긍정,맛있어요!
서초역점,땅아다,982,22.10.6.목,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,yyeeaall,177,22.4.10.일,밤에 방문,1번째 방문,영수증,0,메뉴가 빠르게 나오고 음식도 원래 진짜 맛있었는데 지난주에는 유독 맛이 좀 달라진 느낌? 그래도 맛난다요,긍정,맛난다요
서초역점,코알라6602,"1,696",22.4.15.금,저녁에 방문,1번째 방문,영수증,0,혼자가서 먹고 왔어요. 배민 주문이 많더라구요,긍정,주문이 많더라구요
서초역점,x텔레토비x,216,22.7.20.수,점심에 방문,1번째 방문,영수증,0,.,부정,.
서초역점,캐서린5915,108,22.8.4.목,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,mar****,975,22.7.27.수,저녁에 방문,1번째 방문,영수증,0,굿,긍정,굿
서초역점,하티7,76,22.4.26.화,점심에 방문,1번째 방문,영수증,0,탕수육이 맛있어요,긍정,맛있어요
서초역점,나는 나일뿐 no1,"1,530",22.2.5.토,점심에 방문,1번째 방문,영수증,0,짬뽕밥 좋아요^^,긍정,좋아요
서초역점,silver갱,"4,574",22.6.1.수,저녁에 방문,6번째 방문,영수증,0,좋아요,긍정,좋아요
서초역점,kim****,"1,189",22.4.6.수,점심에 방문,2번째 방문,영수증,0,탕수육 맛나요,긍정,맛나요
서초역점,bbl****,418,22.6.10.금,저녁에 방문,1번째 방문,영수증,0,ㅇㅇ,긍정,ㅇㅇ
